exhibitor_name,domain,contact_number,mail,location,country,company_name,booth,description,city,linkedin_url
"DONGGUAN YAGUANG MACHINERY CO., LTD",,0769-8582 3219,yaguang666@uvyg.com,"No. 101, Building 8, Kangle South Road, 305, Houjie Town, Dongguan City, Guangdong Province, Dongguan, Guangdong, China",China,"DONGGUAN YAGUANG MACHINERY CO., LTD",AA 020,,,
"Dongguan Yaguang Machinery Co., Ltd.",,,,,China,"Dongguan Yaguang Machinery Co., Ltd.",AP 023,,,
"DONGGUAN YUANSHANG INTELLIGENT TECHNOLOGY CO., LTD.",,/,shenlin@yinzhierp.com,"Room 462, No. 1742, Chang'an Section, Tai'an Road, Chang'an Town, Dongguan City, Guangdong Province, China, DONGGUAN, GUANGDONG, China",China,"DONGGUAN YUANSHANG INTELLIGENT TECHNOLOGY CO., LTD.",AS 029,"It owns a full suite of systems including ERP, APS, MES, PCS and WMS, as well as integrated solutions for digital workshops and smart factories",,
DONGGUAN ZHONG SHI TUO ENTERPRISE LTD,,008618575672079,nina.pan@scitop.net,"No.20, Huaxia 1st road, Qiaotou town,, Dongguan city, Guangdong, China",China,DONGGUAN ZHONG SHI TUO ENTERPRISE LTD,B3 K017,"Printing media, self-adhesive removable film",,
DONGHANG GRAPHIC TECHNOLOGY INC.,donghang.cn,+86 13562660600,dhprint@donghang.cn,"No. 388 Wuzhou Street,Weifang,Shandong,China, Weifang, Shandong, China",China,DONGHANG GRAPHIC TECHNOLOGY INC.,B2 F027,"Weifang Donghang Graphic Technology Inc., founded in 1996, is a top Chinese flexo‑printing‑machine manufacturer. Our machines cover 330‑2500 mm width for labels, flexible, medical & carton packaging. Custom solutions are available for diverse application demands.",,
"DOWELL PRINTING EQUIPMENT CO.,LTD.",dowellprint.com,+86 18023485077,dan@dowellprint.cn,"Rm. 501, Bld. 3, Yinbai Industrial Park, No. 109, Yufeng Rd, Datong, Dongchong Town, Nansha District, Guangzhou City, Guangdong Province, P.R.China P.C:511475, Guangzhou, Guangdong, China",China,"DOWELL PRINTING EQUIPMENT CO.,LTD.",B2 G027,"With 26‑year flexographic machinery expertise in Guangzhou Nansha, we supply reliable flexo & hybrid flexo‑gravure presses (370‑650 mm). Exported to 17 regions, our global network delivers one‑stop service for packaging, label and logistics industries.",,
"DWIMAPUTRA MESIN SEJATI, PT",,,,,Indonesia,"DWIMAPUTRA MESIN SEJATI, PT",Tbc,,,
"EASY BUILDING PLASTIC.,LTD",,86-17302177353,sales0801@huizaopvc.com,"16F NO.58 NEW GOLDEN BRIDGE PU DONG NEW AREA SHANGHAI CHINA 201206, Shanghai, Shanghai, China",China,"EASY BUILDING PLASTIC.,LTD",B1 M001,PVC Foam Board; Acrylic Sheet; Aluminum Composite Panel,,
Eka Maju,,,,,Indonesia,Eka Maju,AH 006,,,
"EKA MAJU MESININDO, PT",ekamaju.co.id,(021) 6602665,sales-emm@ekamaju.co.id,"JL. Terusan Bandengan Utara No.16 / B 3-4, Kota Jakarta Utara, DKI Jakarta, 14450 Indonesia",Indonesia,"EKA MAJU MESININDO, PT",AH 006,"Currently we distribute many quality machinery from China, Hong Kong, Taiwan, and India. We are trusted by many companies to distribute their brand exclusively. With population of more than 250 million people (4th largest in the world), Indonesia is the biggest market in South East Asia and we are proud to be the market leader. We at EKA MAJU value good business ethics and we believe it is the key to have a good business partnership.",Kota Jakarta Utara,
"EPSON INDONESIA, PT",,,,,Indonesia,"EPSON INDONESIA, PT","C3 J007, C3 I007",,,
EXO ZERO GROUNDING (EXO GLOBAL SOLUSINDO),,,,,Indonesia,EXO ZERO GROUNDING (EXO GLOBAL SOLUSINDO),C3 P021,,,
FARBE PRIMA INDONESIA,,,,,Indonesia,FARBE PRIMA INDONESIA,B3 L004,,,
"FARBE PRIMA INDONESIA, PT",,08128982123,farbe_dp@yahoo.co.id,"CIPUTRA BIZPARK COMMERCIAL ESTATE BLOK A3 NO. 27, PULOGADUNG, Kota Jakarta Timur, DKI Jakarta, Indonesia",Indonesia,"FARBE PRIMA INDONESIA, PT",B3 L004,DISTRIBUTOR FOR DIGITAL PRINTING MEDIA,Kota Jakarta Timur,
"FLEXIBLE MAGNET (HUIZHOU) CO., LTD",flexiblemagnetchina.com,+86 0755-23020987,marketing@flexiblemagnetchina.com,"Luwu Lake,Ruangang country, Shiwan Town, Boluo,, Huizhou City, Guangdong, China",China,"FLEXIBLE MAGNET (HUIZHOU) CO., LTD",B2 K061,,,
"FORTU DIGITAL TEKNOLOGI, PT",,+6289684073110,jovian@fortu.co.id,"Jl. H. Sidik No.7, RT.4/RW.6, Kuningan, Karet Kuningan Kecamatan Setiabudi, Kota Jakarta Selatan 12940, Kota Jakarta Selatan, DKI Jakarta, 12940 Indonesia",Indonesia,"FORTU DIGITAL TEKNOLOGI, PT",B3 L008,,Kota Jakarta Selatan,
"FUJIAN SIJIA NEW MATERIALS TECHNOLOGY CO., LTD",sijiacn.com,+86 18850735211,export6@sijiacn.com,"Sijia New Materials Technology Industrial Park,h Weft Road,Xincuo Town,Fuqing, Fuzhou, Fujian, China",China,"FUJIAN SIJIA NEW MATERIALS TECHNOLOGY CO., LTD",B2 F043,New material technology research and development; manufacturing of high-performance fibers and composite materials; sales of high-performance fibers and composite materials; manufacturing of synthetic materials (excluding hazardous chemicals); sales of synthetic materials.,,
"FUZHOU DAIHEI INK CO., LTD",,0086 591 38260128,daiheicn@daiheiink.com,"NO.2 OF YANGYU ROAD, TIELING INDUSTRY AREA, MINHOU TOWN, FUZHOU, FUJIAN, China",China,"FUZHOU DAIHEI INK CO., LTD",B2 K056,,,
"GADING MURNI, PT",,081216372422,marcomm.gmdgi@gmail.com,"Jalan Tunjungan No. 27, Genteng, Kota Surabaya, Kota Surabaya, Jawa Timur, 60275 Indonesia",Indonesia,"GADING MURNI, PT",C3 L027,,Kota Surabaya,
GLOBAL DM JAKARTA,,0215630224,susanhardy.gdm@gmail.com,"Jalan Mangga Raya Blok C no 8H, Grenvil, Jakarta Barat, Kota Jakarta Barat, DKI Jakarta, 11510 Indonesia",Indonesia,GLOBAL DM JAKARTA,B3 K001,"We provide one stop service for your (large format) printing needs, from print heads, parts, solvent, upgrade kit, and consulting service.",Kota Jakarta Barat,
GLOBAL INTECH PERSADA,globalintechpersada.com,02138857039,info@globalintechpersada.com,"Jl. Raya Penggilingan No.12A/5 RT.3/RW.6, Penggilingan, Kec. Cakung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13940, Kota Jakarta Timur, DKI Jakarta, 13940 Indonesia",Indonesia,GLOBAL INTECH PERSADA,B3 C011,"Global Intech Persada adalah perusahaan baru yang memiliki pengalaman selama lebih dari 30 tahun dalam dunia digital printing di Indonesia. Sejak didirikan, misi utama kami adalah menjadi solusi terdepan bagi industri percetakan digital dengan menyediakan produk-produk berkualitas dari brand ternama serta layanan yang terpercaya.",Kota Jakarta Timur,
"GLOBAL MEDIA ALEXINDO, CV",,02155713065,sales@glomed.co.id,"Golden City Business Park blok E1, Jl. KH Hasyim Ashari No. 118, Cipondoh, Kota Tangerang, Kota Tangerang, Banten, Indonesia",Indonesia,"GLOBAL MEDIA ALEXINDO, CV","C3 G007 , C3 K007",Industrial Machinery Supply,Kota Tangerang,
"GLOBAL MULTI GRAFIKA, PT",,0215630082,naya@grafika.co.id,"Jl mangga raya blok c no 8H tj duren jakarta barat 11510, Kota Jakarta Barat, DKI Jakarta, 11510 Indonesia",Indonesia,"GLOBAL MULTI GRAFIKA, PT",C3 K015,supplier sparepart digital printing,Kota Jakarta Barat,
"GOLDEN WIRE INDONESIA, PT",,,,,Indonesia,"GOLDEN WIRE INDONESIA, PT",C3 N015,,,
"GOOD LASER TEKNOLOGI, PT",good-laser.com,081316964851,goodlasertechnology@gmail.com,"Foresta business Loft 6 No 7, Kabupaten Tangerang, Banten, Indonesia",Indonesia,"GOOD LASER TEKNOLOGI, PT",B3 L005,"Distributor and Sales of CO₂ Laser Cutting & Engraving Machines, Laser Marking Machines, Laser Welding Machines, and After-Sales Technical Support in Indonesia.",Kabupaten Tangerang,
GRAFA INTERCONTINENTAL,,,,,Indonesia,GRAFA INTERCONTINENTAL,AS 002,,,
"GRAFA INTERCONTINENTAL, PT",grafa.co.id,6221.47866077,grafa.consumable@gmail.com,"Jl. Kayu Putih IV Blok C No. 8, Pulogadung, Jakarta Timur 13260, Kota Jakarta Timur, DKI Jakarta, Indonesia",Indonesia,"GRAFA INTERCONTINENTAL, PT",AS 002,"Establish since 1989, dealing with consumables product (raw material) for Offset Printing such as Fountain Solution, Rubber Blanket, Roller Washing Agent, Blanket Wash Cloth, Anti Set-Off Spray Powder, WB Varnish and UV Varnish,IPA, Etc. We are Sole Agent of NIKKEN ( Japan ), KATSURA ( Japan), POLICROM ( Italy ) and Others. We also sell Post-Press Machinery such as : KQ Cold Glue Gun System, Hot Melt Glue Gun System, JIALITE Automatic Varnishing Machine, Automatic Laminating Machine and others",Kota Jakarta Timur,
"GRAND PURI PERSADA, PT",,(021) 65830990,there.megawaty@gmail.com,"Jl. Danau Indah Raya No.A1 no 5, RT.6/RW.13, Sunter Jaya, Kec. Tj. Priok, Jkt Utara, Daerah Khusus Ibukota Jakarta 14360, Kota Jakarta Utara, DKI Jakarta, 14360 Indonesia",Indonesia,"GRAND PURI PERSADA, PT",C3 N018,"percetakan digital (digital printing) dan juga sebagai supplier digital printing di Indonesia, dengan merek terkenal bernama Colorlink.",Kota Jakarta Utara,
Guangdong Arojet Inkjet Technology,,,,,China,Guangdong Arojet Inkjet Technology,tbc,,,
"GUANGDONG AROJET INKJET TECHNOLOGY CO., LTD.",,86-769-85335188,arojet@arojet.com,"Building 9,Zone C, International Financial Park,SSL Sci.& Tech.Industrial Park, Dongguan, Guangdong, 523808 China",China,"GUANGDONG AROJET INKJET TECHNOLOGY CO., LTD.",tbc,"A variety of variable data digital UV inkjet printing systems cover side jetting variable data inkjet printer, industrial UV inkjet label printer, wide-format inkjet printing machine, flexible packaging printing machine, colored digital inkjet printing system, high-speed digital printing system, and print head, QR code inspection system，etc.",,
"GUANGDONG BANGGU CHEMICAL TECHNOLOGY CO., LTD.",bangguchem.com,+86-18925731750,rolachen@bangguchem.com,"No.8 East, Fazhan Road 2, Zhuji Industrial Park, Nanxiong, Guangdong, China, Nanxiong, Guangdong, China",China,"GUANGDONG BANGGU CHEMICAL TECHNOLOGY CO., LTD.",B2 F018,"Banggu Chemical supplies diverse water‑based & solvent‑based coating materials: polyurethane, acrylic, polyester resins, special monomers and curing agents. Our materials apply to hot stamping foil, transfer film, plastic‑free paper, protective film, specialty tapes and functional films.",,
Guangdong Fengchi Printing Machinery,,,,,China,Guangdong Fengchi Printing Machinery,AE 006,,,
"GUANGDONG FENGDA VISCOSE PRODUCTS CO., LTD.",,+86 13922172988,176618183@qq.com,"No. 2, 1st Floor, Building 1, No. 1 Chaosheng Industrial Park, Wenjiao Road, Heshun, LishuiTown, Nanhai District,, Foshan City, Guangdong, China",China,"GUANGDONG FENGDA VISCOSE PRODUCTS CO., LTD.",B3 L013,"We are a large-scale adhesive products manufacturer integrating R&D, production, sales and service. Our products include double-sided tape, industrial tape, masking tape, sealing tape, kraft paper tape, reinforcing tape, foam tape, PE foam tape, protective film, glass film and automotive materials. Widely used in electronics, advertising, leather, footwear, auto, stationery, decoration and logistics, we also develop customized adhesive products to meet customer needs.",,
"GUANGDONG HELI CUTTER TECHNOLOGY CO., LTD.",heli-steelrule.com,0086 15382820881,marketing@helicutter.com,"1st Floor, Factory Building 2, Guangdong Deyang Equipment Co., Ltd. Phase II, Hudieling Industrial Park, Xiantang Town, Dongyuan County, Heyuan City, Guangdong Province, Heyuan, Guangdong, China",China,"GUANGDONG HELI CUTTER TECHNOLOGY CO., LTD.",AA 021,"Guangdong Heli Cutter Technology Co., Ltd is a manufacturer of cutting rules and punches. We manufacture and supply flat cutting rules in sizes 23.3-23.8/30/32/40/50/60*0.71/1.05/1.42, rotary cutting rules and all kinds of die cut punch (hole punch, spring punch, side punch, etc.). We can also provide all range of other die-cutting materials, including rubber, creasing matrixs, punches, and plywood, etc.",,
"GUANGDONG HIWAY NEW MATERIAL TECHNOLOGY CO., LTD",,0763-3310006,hiwaysimonsu@gmail.com,"15 Xiongxing Industrial Avenue, Yinzhan Community, Longtang Town, Qingcheng District, Qingyuan City, QINGYUAN, GUANGDONG, 511542 China",China,"GUANGDONG HIWAY NEW MATERIAL TECHNOLOGY CO., LTD",tbc,"Founded in 2001, Shenzhen Hiway New Material is headquartered in Bao'an, Shenzhen, focusing on the R&D, production, and sales of UV inks. In 2019, to fulfill the increasing demand of UV ink, we established Guangdong Hiway New Material Technology Co., Ltd. in the National High-tech Zone of Qingyuan, Guangdong, which is a wholly owned subsidiary of Hiway.",,
"GUANGDONG LONGXINGJIAN INTELLIGENT EQUIPMENT CO., LTD",,0086-769-23176553,info@lxjmec.com,"Bajiaowo Industrial, Wanjiang District, Dongguan City, Guangdong Province, China.523000, Dongguan, Guangdong, 523000 China",China,"GUANGDONG LONGXINGJIAN INTELLIGENT EQUIPMENT CO., LTD",B1 B008,"We are a leading professional manufacturer of rigid box making machines, cardboard grooving machines, and slitting machines. With over 19 years of expertise based in Dongguan, China—a renowned global manufacturing hub—our machines have been successfully installed and are operating in more than 50 countries worldwide.",,
"GUANGDONG NEW ERA COMPOSITE MATERIAL CO., LTD.",,+86-768-5819888,thermal@nei.tm,"Huazhuang Street, Chaoan Economic Development Zone, Chaozhou, Guangdong, China 515638, Chaozhou, Guangdong, China",China,"GUANGDONG NEW ERA COMPOSITE MATERIAL CO., LTD.",tbc,We are thermal lamination film manufacturer in China，manufacturing various types of thermal lamination film for printing and packaging industries. We also manufacture food packaging and composite materials for printing and packaging industries.,,
"GUANGDONG QIANRUN MACHINERY SCI & TECH CO.,LTD.",,+86-769-85963666,deqi@vip.163.com,"Dasha road,Dalingshan Town,Dongguan City Guangdong Province,China, Dongguan, Guangdong, China",China,"GUANGDONG QIANRUN MACHINERY SCI & TECH CO.,LTD.",B2 F008,"In-line flexographic printing machine, Logistics label flexographic printing machine, High-speed & Full rotary letterpress printing machine, Roll-to-roll metal material UV Letterpress printing machine, C.I. Flexo printing machine, Digital Platform,Intermittent label printing machine, Sticker printing machine, fully automatic non-stop refueling system, and high-end customized automation equipment""",,
"GUANGDONG QUNRAN LIGHTING CO., LTD",,15007550703,djy917@163.com,"One of Self-compiled Units,4th Floor, Building 3, No.285 Longxi Road, Jianghai District,Jiangmen City,Guangdong Province, China., JIANGMEN, GUANGDONG, China",China,"GUANGDONG QUNRAN LIGHTING CO., LTD",B3 L012,LED Signage Lighting、Advertising Lighting Solutions、Commercial Display Lighting、Furniture and Building Materials,,
"GUANGDONG RHECHEM-RISING NEW MATERIAL CO., LTD.",,+8618988515668,polly@fsrunshine.com,"ROOM 801, BUILDING 7, HAICHUANG DAQI ROBOTICS INTELLIGENT MANUFACTURING CENTER, NO. 3, SECOND BRANCH INDUSTRIAL AVENUE, XIHAI VILLAGE, BEIJIAO TOWN, FOSHAN, GUANGDONG, CHINA, FOSHAN, GUANGDONG, China",China,"GUANGDONG RHECHEM-RISING NEW MATERIAL CO., LTD.",B1 D010,"PRINTING INKS: RHERI1708, RHERI7127, RHERIA1385, RHERI6027；SUBSTITUTE PLASTIC: RHERIU110, RHERIU288, RHERIU222T, RHERIHP1212；BARRIER: RHERI6037, RHERI7007, RHERIA1303, RHERI7090, RHERIHP1208；CIGARETTE PACK: RHERI7095, RHERI7027, RHERIA1708, RHERI7007, RHERI7090, RHERI6027；TRANSFER: RHERIU56, RHERIU52",,
"GUANGZHOU CAINUO ENVIRONMENTAL PROTECTION TECHNOLOGY CO., LTD",,+86 13922192303,13922192303@139.com,"Floor 7, No. 7 Jinsha Road, Yinsha Industrial Zone, Xintang Town, Zengcheng District,Guangzhou，Guangdong, China., Guang zhou, Guang dong, China",China,"GUANGZHOU CAINUO ENVIRONMENTAL PROTECTION TECHNOLOGY CO., LTD",B1 D014,Professional Manufacturer & Supplier of UV Flexo Printing Inks for Packaging Industry,,
"GUANGZHOU CHENYUAN PRINTING MACHINERY CO., LTD.",,,,,China,"GUANGZHOU CHENYUAN PRINTING MACHINERY CO., LTD.",tbc,,,
"GUANGZHOU MANQINGYONG PRINTING EQUIPMENT CO., LTD.",,+86-13631322318,gao10666@vip.163.com,"Room 201, No. 12, Kemulang South Road, Tianhe District, Guangzhou City,GuangDong,China, GuangZhou, GuangDong, China",China,"GUANGZHOU MANQINGYONG PRINTING EQUIPMENT CO., LTD.",B1 M010,"Established in 2015, our company has branches in Guangzhou, China and Bắc Ninh, Vietnam. We are a modern comprehensive enterprise integrating sales, maintenance and after-sales service. The company specializes in the sales of Heidelberg, Komori and Mitsubishi printing presses, the supply of original and compatible spare parts for printing machines, as well as maintenance, servicing and cylinder re-chroming services for printing equipment.",,
"GUANGZHOU OUJIA NEW MATERIAL CO., LTD",cnoujiaacrylic.com,+8613721671281,eason@oujiaacrylic.com,"Room 303, No. 482 Shixin Road, Dalong Street, Panyu District,, Guangzhou, Guangdong, China",China,"GUANGZHOU OUJIA NEW MATERIAL CO., LTD",B2 K062,"Guangzhou Oujia New Material Co., Ltd is a branch of Jiangxi Oujia Industrial Co., Ltd. mainly responsible for the research and development, sales and import and export business of acrylic sheet, Mirror Glitter/Fabric Acrylic Sheet,P S sheet, LGP Diffuser Sheet, PVC Foam BoardMini Letter Sheet,etc",,
"GUANGZHOU POLEEXING DIGITAL TECHNOLOGY CO., LTD.",,86+18620151988,poleexing@163.com,"Room 701, No. 14, Lixin 12th Road, Yongning Street, Zengcheng District, Guangzhou, Guangdong, China, Guangzhou, Guangdong, China",China,"GUANGZHOU POLEEXING DIGITAL TECHNOLOGY CO., LTD.",B1 B012,,,
"Guangzhou SAVEN Technology CO,. Ltd",saven.com.cn,+86 13926282413,daisy@saven.com.cn,"Floor 1, Qixin Road, Guantan Village, TungChung Town, Nansha District,, Guangzhou, Guangdong, China",China,"Guangzhou SAVEN Technology CO,. Ltd",B2 K060,"Guangzhou SAVEN Technology Co., Ltd, established in 2000, is a professional high-tech enterprise, specialized in R&D, design, manufacturing and sales of Eco-solvent ink, UV ink, DTF ink and DTG ink for more than 20 years.",,
"GUANGZHOU WANZUN PLASTIC CO.,LTD",gzwzplastic.com,+86 15875101430,candy@gzwzplastic.com,"102, No. 7 of Dongsheng Sanheng Road, Panyu District,, Guangzhou, Guangdong, China",China,"GUANGZHOU WANZUN PLASTIC CO.,LTD",B3 K016,"Guangzhou Wanzun Plastic Co., Ltd. is a professional manufacturer of acrylic mirror sheets,acrylic sheets,glitter acrylic sheet,PVC sheet and Petg sheet with 11 years of production experience.",,
"GUANGZHOU YINGHE ELECTRONIC INSTRUMENTS CO., LTD",yinghecolor.com,+8618218409072,saleen@yh114.cn,"Room 101,Building 5,No. 50,Qixinggang Road, Luogang, Junhe Street,Baiyun District,, Guangzhou, Guangdong, China",China,"GUANGZHOU YINGHE ELECTRONIC INSTRUMENTS CO., LTD",B2 K057,"Our company mainly supplies large format printers, UV printers, DTF printers, cutting plotters, heat press machines, embroidery machines, CNC routers, laser machines, eco solvent ink, DTF ink, vinyl, flex banners and related accessories.",,
"GUANGZHOU ZHENGHE NEW MATERIAL CO., LTD",,0086 020 86790828,cindy@zh-adhesive.com,"ROOM 040,7TH FLOOR,NO.27, GONGYIAVENUE, XINHUA STREET, HUADUDISTRICT, GUANGZHOU, GUANGDONG, China",China,"GUANGZHOU ZHENGHE NEW MATERIAL CO., LTD",B3 H007,"Guangzhou Zhenghe New Materials Co., Ltd. is a self-adhesive materials manufacturer founded in Guangzhou in 2008. Our brands include Zhenghe Adhesive, Colorcropland, Sike and Beston. We specialize in outdoor anti-fade cutting vinyl, self-adhesive vinyl, lamination films, window films, car wrap films and customized adhesive materials. With strict quality control, flexible MOQ and fast delivery, we serve clients in China and over 30 overseas regions.",,
"HAINING TIANCHENG WARP KNITTING FABRIC CO., LTD",,+86 18267388758,tch3333@hotmail.com,"NO. 11 QingJian Road , Qing Qun Town,, HaiNing, ZheJiang Province, China",China,"HAINING TIANCHENG WARP KNITTING FABRIC CO., LTD",B2 J032,advertising printing textile fabric,,
"HEBEI LE CHENG TECHNOLOGY CO., LTD.",,+86 13833650521,mac@loccin.com,"XIONGXIAN ECONOMIC DEVELOPMEMT ZONE, XIONGAN NEW AREA, CHINA, BAODING, HEBEI, China",China,"HEBEI LE CHENG TECHNOLOGY CO., LTD.",B2 F033,"Loccin established in 2016, which is an enterprise focusing on the R&D, production, and application promotion of thermal lamination film products. Currently, it is one of the top manufacturers in China.",,
HEBEI WANCHANG INDUSTRIAL,,17751621157,ivan@wanchangad.com,"FirstStreetWest,EastAreaOfIndustrialZone, Economic, Baoding, Hebei, China",China,HEBEI WANCHANG INDUSTRIAL,C3 N019,"R&D, Production, and sales of high-quality PVC foam Board.",,
"Hebei Wanchang Industrial Co., Ltd.",,,,,China,"Hebei Wanchang Industrial Co., Ltd.",C3 N019,,,
"HEBEI XINGUANG CARTON MACHINERY MANUFACTURING CO., LTD",,+86 317 7751118,jameszhang@hb-xg.com,"3KM THE SOUTH OF DONGGUANG COUNTY THE EAST OF 104 NATIONAL HIGHWAY, CANGZHOU CITY, HEBEI PROVINCE, CHINA, CANGZHOU, HEBEI, 061600 China",China,"HEBEI XINGUANG CARTON MACHINERY MANUFACTURING CO., LTD",AP 014,"Hebei Xinguang Carton Machinery Manufacture Co., Ltd. was established in 2006.We can produce single corrugated cardboard production line, middle and high speed 3ply, 5ply and 7ply corrugated cardboard production line, computer control helical knife cutter, flexo printing slotting machine and other carton machines. High speed corrugated cardboard production line use computer control and quick change corrugated roller design. Change the corrugated roller only need 10 minutes.",,
"HEIDELBERG INDONESIA, PT",heidelberg.com,+49 (0)6221 92 00,hidmarketing@heidelberg.com,"Kurfuersten-Anlage 52-60 69115 Heidelberg Germany, Heidelberg, Heidelberg, 69115 Germany, Heidelberg, Heidelberg, Germany",Indonesia,"HEIDELBERG INDONESIA, PT",AB 006,"Heidelberger Druckmaschinen Aktiengesellschaft is an innovative technology company with a leading position in the global printing industry. As a reliable and highly innovative partner, we have been synonymous with quality and future viability for more than 175 years. Our core business is oriented toward the needs of our customers in our target markets of packaging and label printing as well as special and advertising printing (commercial printing).",,
HP BEST ENTERPRISE SDN BHD,hpbest2u.com,01131426543,helen.hpbest@gmail.com,"No 11 Jalan TU 61 Taman Tasik Utama Ayeh Keroh 75450 Hang Tuah Jaya Melaka, MELAKA, MELAKA, Malaysia",Malaysia,HP BEST ENTERPRISE SDN BHD,AS 015,"Manufacturing and Converting of Thermal Paper, POS Rolls, ATM Rolls, Cash Register Rolls and OEM Printing Solutions.",,
"Huai Ho Tech Co., Ltd",,,,,China,"Huai Ho Tech Co., Ltd",AN 022,,,
"HUAI HO TECH CO.,LTD",huaiho.com,17368833068,kayson@huaiho.com,"Bengbu Tongling Modern Industrial Park, Xinmaqiao townGuzhen County, Bengbu City, Anhui Province, CN, Bengbu, Anhui, China",China,"HUAI HO TECH CO.,LTD",AP 016,/,,
"HUBEI HENGYAN NEW MATERIAL TECHNOLOGY CO., LTD.",,86-18086397381,blazeryiu@hotmail.com,"No.1 Liangji South Road, Economic Development Zone, Anlu, Hubei, China, Shanghai, Shanghai, 432600 China",China,"HUBEI HENGYAN NEW MATERIAL TECHNOLOGY CO., LTD.",B3 H013,,,
"HUIZHOU CITY PRINSTAR TECHNOLOGY CO.,LTD.",gd-prinstar.com,+86-752-6908184,szyuheping@163.com,"Huangxi Crossing, Shiwan Town, Boluo County, Huizhou City, Guangdong Province, China, Huizhou, Guangdong, China",China,"HUIZHOU CITY PRINSTAR TECHNOLOGY CO.,LTD.",tbc,"The main products are UV(UV-LED) curing offset ink, UV(UV-LED) curing screen ink, UVlUv-LED) varnish,water-base varnish，and adhesives.",,
"HUIZHOU HYPER TAI CO., LTD",hypertai.com,13828895727,wwu@hypertai.com,"Room 1-101, Building B5, No. 339 shangwei Group, fengshan Vilage, Yuanzhou Town, Boluo County, Guangdong Province, HUIZHOU, Guangdong, China",China,"HUIZHOU HYPER TAI CO., LTD",AL 016,"Ink agent: Agent sales of Hangzhou Toka ink, for all kinds of printing needs to provide high-quality ink solutions. Plate material supply: Sales of Hypertai HT-1 plate material, to ensure excellent printing effect, to meet the needs of different presses. Printing materials supply: Provide a variety of high-quality printing materials for the printing industry to ensure smooth production processes.",,
"HUIZHOU SAILIDA CHEMICAL CO., LTD.",sailidachem.com,+86 18224029385,chenzhelingapply@163.com,"No. 10, JINDA Road, Honghai new material industrial park, Yonghu Town, Huiyang District, Huizhou City, Guangdong Province., Huizhou, Guangdong, China",China,"HUIZHOU SAILIDA CHEMICAL CO., LTD.",B2 F010,"Huizhou Sailida Chemical Co., Ltd. in Huizhou, Guangdong has nearly 30‑year experience in packaging adhesives & surface‑treatment products. We supply laminating, fine‑mounting and polyurethane adhesives with customized solutions. Our Vietnam subsidiary serves Southeast Asia with professional technical support.",,
"INDO TEE GROUP, PT",,,,,Indonesia,"INDO TEE GROUP, PT",B3 L007,,,
"INDOSERI NUSA PRINTAMA, PT",,,,,Indonesia,"INDOSERI NUSA PRINTAMA, PT",C3 P012,,,
"INOVASI LINGKUNGAN LESTARI, PT",,,,,Indonesia,"INOVASI LINGKUNGAN LESTARI, PT",C3 H015,,,
"ISPAS NUSA PRINTAMA, PT",,0857-3154-0674,ispassignmart09@gmail.com,"KAWASAN INDUSTRI TAMAN TEKNO BSD SEKTOR XI, E1, 9, SETU, SETU, KOTA TANGERANG SELATAN, BANTEN, 15314, Kota Tangerang Selatan, Banten, 15314 Indonesia",Indonesia,"ISPAS NUSA PRINTAMA, PT",C3 I035,PT ISPAS NUSA PRINTAMA bergerak di bidang Digital Machine And Suppliyer Printing,Kota Tangerang Selatan,
"JIANGMEN HENGYUAN LABEL TECHNOLOGY CO., LTD.",hengyuanlabel.com,+86 15216997985,hys07@chinahypaper.com,"Plot on the West Side of Jibei Sea (Factory Building No.1),Planned Area G,Shuangshui Town,Xinhui District,Jiangmen City,Guangdong Province,China, Jiangmen, Guangdong, China",China,"JIANGMEN HENGYUAN LABEL TECHNOLOGY CO., LTD.",B2 F007,"HY Label (Jiangmen Hengyuan Label Technology Co., Ltd.) is located in Jiangmen, Guangdong. Founded in 2003, our 17,000‑sq.m factory has 100+ staff, equipped with 3 coating lines and 30+ slitting & die‑cutting machines. Monthly capacity reaches 24 million sq.m, annual output exceeds 280 million sq.m. We provide various self‑adhesive label materials, including thermal, paper, film, inkjet and specialty label stock for multiple industry applications.",,
"JIANGSU AOLI NEW MATERIALS CO., LTD",aolimaterials.com,+86-510-83803198,aolimaterials@aoli-ad.com,"333 Tuanjie North Road, Xishan District,, Wuxi, Jiangsu, China",China,"JIANGSU AOLI NEW MATERIALS CO., LTD",B3 H005,"AOLI founded in1998，which is a professional manufacturer of printing materials, display materials, Label Materials and Digital Printing Canvas & fabrics which combines research and development, production and sales.",,
"JIANGXI HONGXIN NEW MATERIALS CO., LTD.",,+86 19979346842,xiaokemingsj@163.com,"No. 3, Geyuan Road, Economic Development Zone, Hengfeng County, Shangrao City, Jiangxi Province, Shangrao, Jiangxi, China",China,"JIANGXI HONGXIN NEW MATERIALS CO., LTD.",B2 F029,"Jiangxi Hongxin New Materials Co., Ltd. (est.2022) produces glassine paper, composite‑coated & thermal label papers. Full‑process production ensures strict quality. ISO‑certified, we supply cost‑effective materials with OEM&ODM, exporting to America, Australia, Asia and Europe.",,
