s_no,event_name,domain,website_url,start_date,end_date,venue,hall,city,country,instagram_url,event_page_url
1560,Turkmen Construction 2026,turkmenconstruction.com,https://www.turkmenconstruction.com/,2026-11-03,2026-11-05,"Congress Hall, CCI Turkmenistan Building",,Ashgabat,Turkmenistan,,https://expomap.ru/en/expo/turkmen-construction/
1561,Turkmen Energetika 2026,turkmenenergetika.com,https://www.turkmenenergetika.com/,2026-11-03,2026-11-05,"Congress Hall, CCI Turkmenistan Building",,Ashgabat,Turkmenistan,,https://expomap.ru/en/expo/turkmen-energetika/
1562,Warsaw Construction Machinery Exhibition 2026,warsawconstructionexpo.com,http://warsawconstructionexpo.com/en,2026-11-03,2026-11-06,Ptak Warsaw Expo,,Warsaw,Poland,,https://expomap.ru/en/expo/warsaw-construction-machinery-exhibition/
1563,Warsaw Industry Week - Industrial Machines And Equipment Fair 2026,industryweek.pl,http://industryweek.pl/en,2026-11-03,2026-11-06,Ptak Warsaw Expo,,Warsaw,Poland,,https://expomap.ru/en/expo/warsaw-industry-week-industrial-machines-and-equipment-fair/
1564,Warsaw Plast Expo - November 2026,warsawplastexpo.com,http://warsawplastexpo.com/en,2026-11-03,2026-11-05,Ptak Warsaw Expo,,Warsaw,Poland,,https://expomap.ru/en/expo/warsaw-plast-expo/
1565,World Travel Market (WTM) London 2026,wtm.com,https://www.wtm.com/london/en-gb.html,2026-11-03,2026-11-05,ExCeL,,London,United Kingdom,,https://expomap.ru/en/expo/world-travel-market-wtm-london/
1566,Advanced Engineering UK 2026,advancedengineeringuk.com,https://www.advancedengineeringuk.com/,2026-11-04,2026-11-05,National Exhibition Centre (NEC),,Birmingham,United Kingdom,,https://expomap.ru/en/expo/advanced-engineering-uk/
1567,Advanced Manufacturing - Madrid 2026,advancedmanufacturingmadrid.com,http://www.advancedmanufacturingmadrid.com/en,2026-11-04,2026-11-05,Ifema - Parque Ferial Juan Carlos I,,Madrid,Spain,,https://expomap.ru/en/expo/advanced-manufacturing-madrid/
1568,Aesthetica Short Film Festival (ASFF) 2026,asff.co.uk,https://www.asff.co.uk/,2026-11-04,2026-11-08,,,York,United Kingdom,,https://expomap.ru/en/expo/aesthetica-short-film-festival-asff/
1569,All Indonesia Cooltech Expo 2026,cooltechexpo.com,http://cooltechexpo.com,2026-11-04,2026-11-07,Nusantara International Convention Exhibition (NICE),,Jakarta,Indonesia,,https://expomap.ru/en/expo/all-indonesia-cooltech-expo/
1570,"Auto, Transport & Logistic Asia - Lahore 2026",autoasia.com.pk,http://www.autoasia.com.pk,2026-11-04,2026-11-06,Expo Centre Lahore,,lahore,Pakistan,,https://expomap.ru/en/expo/auto-transport-logistic-asia-lahore/
1571,Bazaar Berlin 2026,bazaar-berlin.de,https://www.bazaar-berlin.de/en/,2026-11-04,2026-11-08,Berlin Exhibition Center,,Berlin,Germany,,https://expomap.ru/en/expo/bazaar-berlin/
1572,Belarusdent 2026,belarusdent.by,http://belarusdent.by/en,2026-11-04,2026-11-06,"Belexpo - 14, Pobediteley ave.",,Minsk,Belarus,,https://expomap.ru/en/expo/belarusdent/
1573,Bisfe - Busan International Seafood & Fisheries Expo 2026,bisfe.com,http://www.bisfe.com,2026-11-04,2026-11-06,Bexco (Busan Exhibition & Convention Center),,Busan,South Korea,,https://expomap.ru/en/expo/bisfe-busan-international-seafood-fisheries-expo/
1574,Build Expo Los Angeles 2026,buildexpousa.com,http://buildexpousa.com/los-angeles-build-expo/,2026-11-04,2026-11-05,Los Angeles Convention Center,,Los Angeles,United States,,https://expomap.ru/en/expo/build-expo-los-angeles/2026/nov/
1575,Cloud Expo Europe - Madrid 2026,cloudexpoeurope.es,http://www.cloudexpoeurope.es,2026-11-04,2026-11-06,Ifema - Parque Ferial Juan Carlos I,,Madrid,Spain,,https://expomap.ru/en/expo/cloud-expo-europe-madrid/
1576,Composites Spain 2026,advancedmanufacturingmadrid.com,http://www.advancedmanufacturingmadrid.com/en/metalmadrid/composites-madrid,2026-11-04,2026-11-06,Ifema - Parque Ferial Juan Carlos I,,Madrid,Spain,,https://expomap.ru/en/expo/composites-spain/
1577,Data Centre World Europe - Madrid 2026,datacentreworld.es,http://www.datacentreworld.es,2026-11-04,2026-11-06,Ifema - Parque Ferial Juan Carlos I,,Madrid,Spain,,https://expomap.ru/en/expo/data-centre-world-europe-madrid/
1578,Decor Hotel - Porto 2026,exposalao.pt,http://exposalao.pt/pt/feira/decor_hotel_exponor,2026-11-04,2026-11-06,Exponor,,Porto,Portugal,,https://expomap.ru/en/expo/decor-hotel-porto/
1579,Education And Career 2026,expo.am,http://expo.am/en/obrazovanie-i-karera,2026-11-04,2026-11-07,Yerevan Expo,,Yerevan,Armenia,,https://expomap.ru/en/expo/education-and-career/
1580,Edutech Asia 2026,terrapinn.com,http://www.terrapinn.com/exhibition/edutech-asia,2026-11-04,2026-11-05,Marina Bay Sands,,Singapore,Singapore,,https://expomap.ru/en/expo/edutech-asia/
1581,Electric & Power Vietnam 2026,electricvietnam.com,https://electricvietnam.com/,2026-11-04,2026-11-06,Saigon Exhibition & Convention Center,,Ho Chi Minh City,Vietnam,,https://expomap.ru/en/expo/electric-power-vietnam/
1582,Engineering Asia - Lahore 2026,engineeringasia.net,http://www.engineeringasia.net,2026-11-04,2026-11-06,Expo Centre Lahore,,lahore,Pakistan,,https://expomap.ru/en/expo/engineering-asia-lahore/
1583,Enoexpo 2026,enoexpo.krakow.pl,http://enoexpo.krakow.pl/en,2026-11-04,2026-11-07,Expo Krakow,,Krakow,Poland,,https://expomap.ru/en/expo/enoexpo/
1584,eShow Madrid 2026,techshowmadrid.es,https://www.techshowmadrid.es/e-show,2026-11-04,2026-11-05,Madrid Fairgrounds,,Madrid,Spain,,https://expomap.ru/en/expo/eshow-madrid/
1585,Eurasia Water Expo 2026,waterexpoeurasia.com,https://waterexpoeurasia.com/wp-content/uploads/2023/05/thumbnail_3eurasia-2026.png,2026-11-04,2026-11-05,WOW Istanbul Hotels & Convention Center,,Istanbul,Turkey,,https://expomap.ru/en/expo/eurasia-water-expo/
1586,Europort Istanbul 2026,europort.nl,https://www.europort.nl/istanbul,2026-11-04,2026-11-06,Yenikapi,,Istanbul,Turkey,,https://expomap.ru/en/expo/europort-istanbul/
1587,Expoalimenta - Porto 2026,exposalao.pt,http://exposalao.pt/en/feira/expoalimenta,2026-11-04,2026-11-06,Exponor,,Porto,Portugal,,https://expomap.ru/en/expo/expoalimenta-porto/
1588,Expocarne 2026,exposalao.pt,http://exposalao.pt/en/feira/expocarne,2026-11-04,2026-11-06,Exponor,,Porto,Portugal,,https://expomap.ru/en/expo/expocarne/
1589,Family Attraction Expo 2026,familyattractionexpo.co.uk,http://www.familyattractionexpo.co.uk,2026-11-04,2026-11-05,National Exhibition Centre,,Birmingham,United Kingdom,,https://expomap.ru/en/expo/family-attraction-expo/
1590,Farm Business Innovation 2026,farmbusinessshow.co.uk,http://www.farmbusinessshow.co.uk,2026-11-04,2026-11-05,National Exhibition Centre,,Birmingham,United Kingdom,,https://expomap.ru/en/expo/farm-business-innovation/
1591,Finnmateria 2026,paviljonki.fi,http://www.paviljonki.fi/en/messut/finnmateria-2,2026-11-04,2026-11-06,Jyvaskyla Congress Centre,,Jyvaskyla,Finland,,https://expomap.ru/en/expo/finnmateria/
1592,Fluid Pump Asia - Karachi Autumn 2026,fluid.itifasia.com,http://www.fluid.itifasia.com,2026-11-04,2026-11-06,Karachi Expo Centre,,Karachi,Pakistan,,https://expomap.ru/en/expo/fluid-pump-asia-karachi/
1593,Fluid Pump Asia - Lahore 2026,fluid.itifasia.com,http://www.fluid.itifasia.com,2026-11-04,2026-11-06,Expo Centre Lahore,,lahore,Pakistan,,https://expomap.ru/en/expo/fluid-pump-asia-lahore/
1594,Food Week Korea 2026,foodweek.co.kr,http://www.foodweek.co.kr,2026-11-04,2026-11-07,COEX Exhibition Center,,Seoul,South Korea,,https://expomap.ru/en/expo/food-week-korea/
1595,Holiday Park & Resort Innovation 2026,holidayparkshow.co.uk,http://www.holidayparkshow.co.uk,2026-11-04,2026-11-05,National Exhibition Centre,,Birmingham,United Kingdom,,https://expomap.ru/en/expo/holiday-park-resort-innovation/
1596,Hong Kong International Optical Fair '2026,hktdc.com,http://www.hktdc.com/event/hkopticalfair/en,2026-11-04,2026-11-06,Hong Kong Convention & Exhibition Centre,,Hong Kong,Hong Kong,,https://expomap.ru/en/expo/hong-kong-international-optical-fair/
1597,HoReCa Krakow 2026,horeca.krakow.pl,https://horeca.krakow.pl/,2026-11-04,2026-11-06,EXPO Krakow,,Krakow,Poland,,https://expomap.ru/en/expo/horeca-krakow/
1598,HORECA and ENOEXPO 2026,horeca.krakow.pl,https://horeca.krakow.pl/pl/o-targach/kolejna-edycja.html,2026-11-04,2026-11-06,EXPO Krakow,,Krakow,Poland,,https://expomap.ru/en/expo/horeca-i-enoexpo/
1599,HVACR Vietnam Ho Chi Minh Autumn 2026,hvacrvietnam.com,https://hvacrvietnam.com/,2026-11-04,2026-11-06,Saigon Exhibition & Convention Center,,Ho Chi Minh City,Vietnam,,https://expomap.ru/en/expo/hvacr-vietnam-ho-chi-minh/
1600,Iges - International Gift Exposition In The Smokies - Pigeon Forge 2026,iges.us,http://iges.us,2026-11-04,2026-11-07,LeConte Center at Pigeon Forge,,Pigeon Forge,United States,,https://expomap.ru/en/expo/iges-international-gift-exposition-in-the-smokies-pigeon-forge/
1601,Itif Asia 2026,itifasia.com,http://www.itifasia.com,2026-11-04,2026-11-06,Expo Centre Lahore,,lahore,Pakistan,,https://expomap.ru/en/expo/itif-asia/
1602,Kalite 2026,kalitefuari.com,https://www.kalitefuari.com/,2026-11-04,2026-11-07,Istanbul Expo Center (IFM),,Istanbul,Turkey,,https://expomap.ru/en/expo/kalite/
1603,Lab Innovations 2026,lab-innovations.com,http://www.lab-innovations.com,2026-11-04,2026-11-05,National Exhibition Centre,,Birmingham,United Kingdom,,https://expomap.ru/en/expo/lab-innovations/
1604,Leisure F&B Expo 2026,leisurefb.co.uk,http://www.leisurefb.co.uk,2026-11-04,2026-11-05,National Exhibition Centre,,Birmingham,United Kingdom,,https://expomap.ru/en/expo/leisure-fb-expo/
1605,Machine Tools & Hardware Trade Fair Karachi Summer 2026,toolshardware.itifasia.com,https://toolshardware.itifasia.com/,2026-11-04,2026-11-06,Karachi Expo Centre,,Karachi,Pakistan,,https://expomap.ru/en/expo/machine-tools-hardware-trade-fair-karachi/
1606,Machine Tools & Hardware Trade Fair Lahore Autumn 2026,toolshardware.itifasia.com,https://toolshardware.itifasia.com/,2026-11-04,2026-11-06,Karachi Expo Centre,,lahore,Pakistan,,https://expomap.ru/en/expo/machine-tools-hardware-trade-fair-lahore/
1607,Madrid Tech Show 2026,madridtechshow.es,http://www.madridtechshow.es,2026-11-04,2026-11-06,Ifema - Parque Ferial Juan Carlos I,,Madrid,Spain,,https://expomap.ru/en/expo/madrid-tech-show/
1608,Metalmadrid 2026,advancedmanufacturingmadrid.com,http://www.advancedmanufacturingmadrid.com/en,2026-11-04,2026-11-06,Ifema - Parque Ferial Juan Carlos I,,Madrid,Spain,,https://expomap.ru/en/expo/metalmadrid/
1609,"Mines, Minerals & Metal Asia - Karachi November 2026",mineralsmetal.itifasia.com,http://mineralsmetal.itifasia.com,2026-11-04,2026-11-06,Karachi Expo Centre,,Karachi,Pakistan,,https://expomap.ru/en/expo/mines-minerals-metal-asia-karachi/
1610,"Mines, Minerals & Metal Asia - Lahore 2026",mineralsmetal.itifasia.com,http://mineralsmetal.itifasia.com,2026-11-04,2026-11-06,Expo Centre Lahore,,lahore,Pakistan,,https://expomap.ru/en/expo/mines-minerals-metal-asia-lahore/
1611,Modern dentistry. DentalExpo. Rostov 2026,современная-стоматология.рф,https://современная-стоматология.рф/,2026-11-04,2026-11-06,Rostov Arena,,Rostov on Don,Russia,,https://expomap.ru/en/expo/sovremennaja-stomatologija-dentalexpo-rostov/
1612,Oil & Gas Asia - Lahore 2026,ogpoasia.com,http://www.ogpoasia.com,2026-11-04,2026-11-06,Expo Centre Lahore,,lahore,Pakistan,,https://expomap.ru/en/expo/oil-gas-asia-lahore/
1613,parentum Lubeck 2026,erfolg-im-beruf.de,https://www.erfolg-im-beruf.de/fachmessen/messetermine,2026-11-04,2026-11-04,,,Lubeck,Germany,,https://expomap.ru/en/expo/parentum-lubeck/
1614,Power & Alternative Energy Asia - Karachi November 2026,powerasia.com.pk,http://powerasia.com.pk,2026-11-04,2026-11-06,Karachi Expo Centre,,Karachi,Pakistan,,https://expomap.ru/en/expo/power-alternative-energy-asia-karachi/
1615,Power & Alternative Energy Asia - Lahore 2026,powerasia.com.pk,http://powerasia.com.pk,2026-11-04,2026-11-06,Expo Centre Lahore,,lahore,Pakistan,,https://expomap.ru/en/expo/power-alternative-energy-asia-lahore/
1616,PRIVEXPO 2026,privexpo.com,https://privexpo.com/,2026-11-04,2026-11-05,The Green Park Hotel Merter,,Istanbul,Turkey,,https://expomap.ru/en/expo/privexpo/
1617,ProPack Vietnam 2026,hn.foodexvietnam.com,http://hn.foodexvietnam.com/en,2026-11-04,2026-11-07,Hanoi International Center for Exhibition (I.C.E. Hanoi),,Hanoi,Vietnam,,https://expomap.ru/en/expo/propack-vietnam/
1618,Ps Vietnam 2026,hvacrseries.com,http://www.hvacrseries.com/vietnam,2026-11-04,2026-11-06,Saigon Exhibition & Convention Center - SECC,,Ho Chi Minh City,Vietnam,,https://expomap.ru/en/expo/ps-vietnam/
1619,Rav - Robotic & Automation Vietnam 2026,vietnamindustrialfiesta.com,http://vietnamindustrialfiesta.com,2026-11-04,2026-11-06,Kinh Bac Cultural Center,,Bac Ninh,Vietnam,,https://expomap.ru/en/expo/rav-robotic-automation-vietnam/
1620,Refritech Expo 2026,sialinterfood.com,http://sialinterfood.com,2026-11-04,2026-11-07,NICE - Nusantara International Convention Exhibition,,Tangerang,Indonesia,,https://expomap.ru/en/expo/refritech-expo/
1621,Robot World 2026,robotworld.or.kr,http://www.robotworld.or.kr/wp,2026-11-04,2026-11-07,Kintex - Korea International Exhibition Center,,Seoul,South Korea,,https://expomap.ru/en/expo/robot-world/
1622,Robot4manufacturing 2026,robot4manufacturing.com,http://www.robot4manufacturing.com/en,2026-11-04,2026-11-06,Centre des Expositions Les Oudairies,,La Roche-sur-Yon,France,,https://expomap.ru/en/expo/robot4manufacturing/
1623,Condominium and Housing Expo 2026,copropriete-habitat.com,https://copropriete-habitat.com/,2026-11-04,2026-11-05,"Paris Exhibition Centre, Versailles Gate",,Paris,France,,https://expomap.ru/en/expo/salon-de-la-copropriete-et-de-lhabitat/
1624,SATIS 2026,satis-expo.com,https://satis-expo.com/,2026-11-04,2026-11-05,,,Paris,France,,https://expomap.ru/en/expo/satis/
1625,Seafood Show Of Asia 2026,seafoodshowasia.com,http://seafoodshowasia.com,2026-11-04,2026-11-07,Nusantara International Convention Exhibition (NICE),,Jakarta,Indonesia,,https://expomap.ru/en/expo/seafood-show-of-asia/
1626,Small Business Expo Dallas 2026,thesmallbusinessexpo.com,https://www.thesmallbusinessexpo.com/city/dallas/,2026-11-04,2026-11-04,Kay Bailey Hutchison Convention Center,,Dallas,United States,,https://expomap.ru/en/expo/small-business-expo-dallas/
1627,Solar and Wind Tech Asia Lahore Autumn 2026,solarwindexpo.com,https://www.solarwindexpo.com/,2026-11-04,2026-11-06,Karachi Expo Centre,,lahore,Pakistan,,https://expomap.ru/en/expo/solar-and-wind-tech-asia-lahore/
1628,"Solar, Pv & Energy Storage Asia Expo - Lahore 2026",solarwindexpo.com,http://www.solarwindexpo.com,2026-11-04,2026-11-06,Expo Centre Lahore,,lahore,Pakistan,,https://expomap.ru/en/expo/solar-pv-energy-storage-asia-expo-lahore/
1629,Technology For Marketing - Madrid 2026,eshow.es,http://eshow.es/madrid/tfm,2026-11-04,2026-11-06,Ifema - Parque Ferial Juan Carlos I,,Madrid,Spain,,https://expomap.ru/en/expo/technology-for-marketing-madrid/
1630,Traumberuf IT & Technology Stuttgart 2026,traumberuf-messe.de,https://traumberuf-messe.de/stuttgart,2026-11-04,2026-11-04,Carl Benz Arena Event Location,,Stuttgart,Germany,,https://expomap.ru/en/expo/traumberuf-it-technology-stuttgart/
1631,Uk Metal Events 2026,ukmetalsexpo.com,http://www.ukmetalsexpo.com,2026-11-04,2026-11-06,National Exhibition Centre,,Birmingham,United Kingdom,,https://expomap.ru/en/expo/uk-metal-events/
1632,VIEF x Electrosemicon World 2026,expolead.ru,https://expolead.ru/info-partner,2026-11-04,2026-11-06,"KBC Center (Kinh Bac Cultural Center), Bac Ninh",,Bac Ninh,Vietnam,,https://expomap.ru/en/expo/vief-x-electrosemicon-world/
1633,Vietfood & Beverage - Hanoi 2026,hn.foodexvietnam.com,http://hn.foodexvietnam.com/en,2026-11-04,2026-11-07,I.C.E. Hanoi (Cung Van Hoa),,Hanoi,Vietnam,,https://expomap.ru/en/expo/vietfood-beverage-hanoi/
1634,Vietnam Energy Week + Electric & Power Vietnam 2026,electricvietnam.com,http://electricvietnam.com/?lang=en,2026-11-04,2026-11-06,Saigon Exhibition & Convention Center - SECC,,Ho Chi Minh City,Vietnam,,https://expomap.ru/en/expo/vietnam-energy-week-electric-power-vietnam/
1635,VietWater Ho Chi Minn 2026,vietwater.com,https://www.vietwater.com/,2026-11-04,2026-11-06,Saigon Exhibition & Convention Center,,Ho Chi Minh City,Vietnam,,https://expomap.ru/en/expo/vietwater-ho-chi-minn/
1636,Vimf - Vietnam Industrial & Manufacturing Fair 2026,vietnamindustrialfiesta.com,http://vietnamindustrialfiesta.com,2026-11-04,2026-11-06,Kinh Bac Cultural Center,,Bac Ninh,Vietnam,,https://expomap.ru/en/expo/vimf-vietnam-industrial-manufacturing-fair/
1637,Affordable Art Fair - Hamburg 2026,affordableartfair.com,http://www.affordableartfair.com/fairs/hamburg,2026-11-05,2026-11-09,Hamburg Exhibition and Congress Center,,Hamburg,Germany,,https://expomap.ru/en/expo/affordable-art-fair-hamburg/
1638,Auto Zurich 2026,auto-zuerich.ch,http://www.auto-zuerich.ch/en,2026-11-05,2026-11-08,Zurich Holiday Fair,,Zurich,Switzerland,,https://expomap.ru/en/expo/auto-zurich/
1639,Building and Energy Fair 2026,bau-energie.ch,http://www.bau-energie.ch,2026-11-05,2026-11-08,BernExpo AG,,Bern,Switzerland,,https://expomap.ru/en/expo/bauenergie-messe/
1640,Beauty Expo Ural 2026,beautyexpoural.ru,https://beautyexpoural.ru/,2026-11-05,2026-11-07,B.N. Yeltsin Presidential Center,,Yekaterinburg,Russia,,https://expomap.ru/en/expo/beauty-expo-ural/
1641,Caravaning Brno 2026,bvv.cz,https://www.bvv.cz/en/caravaning-brno/,2026-11-05,2026-11-08,Brno Exhibition Centre,,Brno,Czech Republic,,https://expomap.ru/en/expo/caravaning-brno/
1642,China Education Expo Chengdu 2026,chinaeducationexpo.com,https://www.chinaeducationexpo.com/english/index.shtml,2026-11-05,2026-11-05,,,Chengdu,China,,https://expomap.ru/en/expo/china-education-expo-chengdu/
1643,China International Import Expo (CIIE) 2026,ciie.org,https://www.ciie.org/zbh/en/,2026-11-05,2026-11-10,National Exhibition and Convention Center (Shanghai) NECC,,Shanghai,China,,https://expomap.ru/en/expo/china-international-import-expo-ciie/
1644,Creativa Barcelona 2026,creativabarcelona.com,http://creativabarcelona.com,2026-11-05,2026-11-09,La Farga l'Hospitalet,,Barcelona,Spain,,https://expomap.ru/en/expo/creativa-barcelona/
1645,Denkmal 2026,denkmal-leipzig.de,http://www.denkmal-leipzig.de/,2026-11-05,2026-11-07,Leipzig Exhibition Center,,Leipzig,Germany,,https://expomap.ru/en/expo/denkmal/
1646,EICMA 2026,eicma.it,https://www.eicma.it/,2026-11-05,2026-11-08,,,Milan,Italy,,https://expomap.ru/en/expo/eicma/
1647,Eif Turkey 2026,worldenergy-congress.com,http://worldenergy-congress.com,2026-11-05,2026-11-07,Istanbul Expo Center / Istanbul Fuar Merkezi / CNR Expo,,Antalya,Turkey,,https://expomap.ru/en/expo/international-energy-congress-expo-eif-turkey/
1648,Expotextil Peru 2026,expotextilperu.com,http://www.expotextilperu.com,2026-11-05,2026-11-08,Jockey Exhibition Center,,Lima,Peru,,https://expomap.ru/en/expo/expotextil-peru/
1649,Farmfair International 2026,farmfairinternational.com,https://farmfairinternational.com/,2026-11-05,2026-11-08,Edmonton EXPO Centre,,Edmonton,Canada,,https://expomap.ru/en/expo/farmfair-international/
