company_name,domain,description,booth,email,city,full_address,mobile_primary
Voltomic Ug,voltomic.de,"Wir fertigen qualitativ hochwertige Holzvolumen, Boulderwände aller Art und vieles mehr! Die Wandelemente von Voltomic ermöglichen eine neue Dimension des Kletterns!",,info@voltomic.de,,,+49 9244 / 9823107
Volx Climbing,volxholds.com,"VOLXHOLDS est le premier créateur et fabricant français de prises et volumes d'escalade ! Parcourez notre gamme de 2500 formes, pour Bloc ou Diff' !",,,,,
Walltech climbing s.r.o.,walltech.cz,"Die Boulder- und KletterwÃ¤nde entwerfen und bauen wir bereits seit 2015. Wir verfolgen die neuesten Trends im Klettern und Bouldern. StÃ¤ndig bemÃ¼hen wir uns die bestehenden Technologien weiterzuentwickeln. Gerne erstellen wir fÃ¼r euch eine Gestaltungsstudie, planen die ganze Kletterwand und selbstverstÃ¤ndlich Ã¼bernehmen auch ihre Montage.",,,,,2020 3150
Walltopia,walltopia.com,Exceptional products and services to owners and operators in the Climbing and Active Entertainment industries solution,,,,,
Wandwerk GmbH,wandwerk.bayern,Exhibitor listed for VERTICAL PRO Friedrichshafen 2026.,,info@wandwerk.bayern,,,08336 8053595
WATAAAH GmbH,wataaah.de,"WATAAAH bietet hochwertige Klettergriffe und Volumen, produziert in Deutschland. Dual-Tex Griffe, GFK Volumen, Trainings-Equipment, Beratung und Verkauf.",,office@wataaah.de,,,+49 (0) 1727531382
Wisenetwork Oy,wisenetwork.fi,WiseNetworkin kehittämä WisePlatform on heti käyttövalmis ja jatkuvasti kehittyvä yritysten toiminnanohjausjärjestelmä.,,myynti@wisenetwork.fi,,,2012-2026
XCULT Ltd,xcultclimbing.com,"Xcult Climbing - is a producer of climbing walls, polyester holds and plywood and fiberglass volumes",,office@xcultclimbing.com,,,+359 895 80 61 62
Yanji Holds,yanholds.com,"Yanji Climbing Hold specializes in manufacturing high-quality climbing holds and equipment in China. Our products are designed for durability and performance, catering to climbers of all levels. Explore our range to enhance your climbing experience with reliable gear.",,info@yanholds.com,,,
yoake couture,,Exhibitor listed for VERTICAL PRO Friedrichshafen 2026.,,,,,
YOKE Industrial Corp.,yoke.net,"YOKE, established in 1985, specializes in industrial lifting safety hooks and personal protection equipment (PPE). With a mission to enhance safety worldwide, YOKE focuses on innovation in technology, product design, and materials R&D. Initially operating through trading and virtual manufacturing, YOKE launched its own brand in 1996 while also providing OEM services for leading PPE brands. The company drives industry transformation with its",,info@mail.yoke.net,,,2025.12.01
yourBeez GmbH,yourbeez.com,"yourBeez OS — das Betriebssystem für Kasse, Kunden, Rechnungen, Team und Dokumente. Alles hängt zusammen, alles ist sofort da.",,,,,
YY Vertical,yyvertical.com,"Smart Products for Vertical Sports - YY Vertical conçoit depuis 2014 des produits basés sur la passion et l'observation, permettant à la communauté des grimpeurs de mieux profiter de leur sport. Des lunettes d'assurage aux poutres d'entraînement, nos produits ont établi YY Vertical comme une marque incontournable.",,,,,
Zipline Europe,ziplineeurope.com,"Zipline Europe designs and builds world-class ziplines, rope courses, and adventure towers worldwide. We also service TRUBLUE, QuickFlight, and ZipSTOP systems.",,tony@ziplineeurope.com,,,404- 837 97
