exhibitor_name,domain,contact_number,mail,location,country,company_name,booth,description,city,linkedin_url
"BIOCOSONE CO.,LTD.",,+8231-378-4230,,"#321, 1, Daehak-ro, Jeongmi-myeon, 31801, Dangjin-si, Korea, the Republic of (South)","Korea, the Republic of (South)","BIOCOSONE CO.,LTD.",C31,"We make HIGH-PERFORMANCE SKINCARE Accessible, Convenient, and Affordable.Inspired by dermatological care, we use our Patented...",Dangjin-si,
Biolandes,biolandes.com,+33558510736,a.fievez@biocosmethic.com,"Route de Belis BP 2, 40420, Le Sen, France",France,Biolandes,K40,The Biolandes Group is a global reference in the production of natural ingredients and a preferred partner to companies in...,Le Sen,
"Biopt Co., Ltd.",,+822-6180-9000,joon@biopt.co.kr,"Ste 203, 8 Beobwon-ro 8-gil, Songpa-gu, 05855, Seoul, Korea, the Republic of (South)","Korea, the Republic of (South)","Biopt Co., Ltd.",G32,"Biopt Co., Ltd. is a Korean derma-cosmetic and beauty device company dedicated to combining cutting-edge bio science with...",Seoul,
"Biowellspharm co., Ltd",biowellspharm.co.kr,+822-272-2267,steven@biowp.co.kr,"499 Gangseo-ro, Gangseo-gu,, 07523, Seoul, Korea, the Republic of (South)","Korea, the Republic of (South)","Biowellspharm co., Ltd",C13,"BioWellsPharm Co., Ltd. is a South Korea-based pharmaceutical and dermocosmetic company with over 20 years of experience...",Seoul,
BLF Corporation,,+8210-5423-1440,ko@blfcorporation.com,"Bongnaesen-ro 11, 00000, Gangwon-do, Korea, the Republic of (South)","Korea, the Republic of (South)",BLF Corporation,B10,,Gangwon-do,
Blossom Care & Glow,blossomcare.com.br,+551699124-1713,rachel.melo@blossomcare.com.br,"Avenida Professora Maria de Cresci Leopoldino 755 C380, 13563-623, Sao Carlos, Brazil",Brazil,Blossom Care & Glow,H16,🌸 Introducing Blossom Care & Glow™ Blossom is a Brazilian skincare brand born from the harmony between science and nature...,Sao Carlos,
"BMPort Co., Ltd.",bmport.com,+8210-7543-8700,bmportceo@gmail.com,"7-12 Daehak-ro 179beon-gil,, Daejeon, Korea, the Republic of (South)","Korea, the Republic of (South)","BMPort Co., Ltd.",F22,We have our own Factory. We make our own Calcium Hydroxyapatite. We make our own Products. BMPort is a Korean biomaterials...,Daejeon,
BMV Fragrances Pvt. Ltd.,bmvfragrances.com,+918800337846,prapti@bmvfragrances.com,"Surajphur Industrial Area, Site V Kasna, 201308, Greater Noida, India",India,BMV Fragrances Pvt. Ltd.,C40,"Manufacturer of World Class 100% Pure & Natural Essential Oils, Resins, Perfume Oils and Fragrance Oils. Since our inception...",Greater Noida,
BNB Global (Private) Limited,,+92310005990,info@bodynbody.com,"Faiz Road, Muslim Town, 54000, Lahore, Pakistan",Pakistan,BNB Global (Private) Limited,F42,BNB Global is a Pakistan-based company proudly expanding its presence in the UAE. We specialize in organic and natural skincare...,Lahore,
BONTOUX SAS,bontoux.com,+33475286579,maketing@bontoux.com,"route du Col de Peyruergue 583, 26170, SAINT AUBAN SUR L’OUVEZE, France",France,BONTOUX SAS,I39,"Established in Haute Provence, France, since 1898, Bontoux is a global family business with historical expertise in natural...",SAINT AUBAN SUR L’OUVEZE,
Bormioli Luigi,bormioliluigi.com,+3905217931,gabriella.minari@bormioliluigi.com,"Viale Europa 72/A, 43122, Parma, Italy",Italy,Bormioli Luigi,L10,Bormioli Luigi is a leading Italian glass packaging manufacturer with a long tradition of excellence in the beauty industry...,Parma,
Born to Bronze LLC,,+905384647884,atacan@yildizdukkani.com.tr,"112 Capitol Trail Ste. A1225, 19711, Newark, United States",United States,Born to Bronze LLC,B15,Eda Taşpınar's story began at age six — when she peeled the labels off tanning oil bottles and replaced them with her own...,Newark,
Boshara,,+971503025600,walidaboushara@gmail.com,"Deira, 00000, Dubai, United Arab Emirates",United Arab Emirates,Boshara,A46,,Dubai,
"Boshing Mould & Plastic (Zhu Hai) C., Ltd",,+8615294807535,lyla@zhbaoli.com,"Qingnian Road, Hongqi Town No 13, 519090, Zhu Hai, China",China,"Boshing Mould & Plastic (Zhu Hai) C., Ltd",A15,,Zhu Hai,
Bosing Packing Global Trade Limited,,+8613826072920,bs@bosingpackage.com,"Wang Kwong Road 8, Kowloon, Hong Kong",Hong Kong,Bosing Packing Global Trade Limited,A36,"Bosing Packaging is an integrated packaging technology company specializing in R&D, design, production, sales, and customer...",Kowloon,
BOTANIKA MARRAKECH,,,morelli.f@ircoslaboratoires.com,"LOT AL MASSAR 126, 40000, MARRAKECH, Morocco",Morocco,BOTANIKA MARRAKECH,A12,,MARRAKECH,
Bougies La Francaise,bougies-la-francaise.com,+33251421534,contact-privatelabel@bougies-la-francaise.com,"Rue du President Auguste Durand 40, 85610, Cugand, France",France,Bougies La Francaise,C18,"Candle-maker since 1902, BOUGIES LA FRANCAISE, a French family-run business is now part of the EMOSIA Group. Actual leading...",Cugand,
"Boundless Light Hongkong Technology Co., Limited",,+8613570648421,olivia@otarapack.com,"San On Street 9, Hong Kong",Hong Kong,"Boundless Light Hongkong Technology Co., Limited",H20,"Green Valley Group is a sustainable luxury packaging soluations provider. It comprises two subsidiary brands: KALI, specializing...",,
"Boxian Industrial (Guangdong) Co., Ltd.",,+8613968994728,345910935@qq.com,"No. 35 Fuzhong RD. Fuhe Sanjing Village, 510000, Guangzhou, China",China,"Boxian Industrial (Guangdong) Co., Ltd.",J21,,Guangzhou,
BRAND501 Corp,brand501.com,+8210-7441-9405,global_b2b@brand501.com,", Achasan-ro 9-gil, Seongdong-gu 20, Seoul, Korea, the Republic of (South)","Korea, the Republic of (South)",BRAND501 Corp,D28,"Brand501 is an innovative company that creates exceptional products tailored to customer needs. Our flagship brand, Dr. Melaxin...",Seoul,
Braserv Comercio De Cosmeticos E Perfumaria Ltda,,+551999805-6546,milena@sarahk.com.br,"Sao Miguel, 203 - Pinheirinho, 13289-330, Vinhedo, Brazil",Brazil,Braserv Comercio De Cosmeticos E Perfumaria Ltda,D28,Sarah K Professional is a Brazilian Hair Cosmetics company with a presence in over 50 countries. Our journey is propelled...,Vinhedo,
"Breathe B International Co.,Ltd",,+8210-9303-4448,cjh@grunamu.com,"10-9, Dalgubeol-daero 174-gil Dasa-eup, Dalseong-gun, Daegu, Korea, the Republic of (South)","Korea, the Republic of (South)","Breathe B International Co.,Ltd",C25,"Breathe B InternationalOne of Korea’s Largest Beauty Powerhouses with All-Encompassing Categories and 1,000+ SKUs.Corporate...",Daegu,
Brite Henna Products (AKASA EXPORTS),,+919537080069,akshay.brite@gmail.com,"Heerani Niwas, 306104, Sojat City, India",India,Brite Henna Products (AKASA EXPORTS),B20,Brite Henna Products — Since 1986 Brite Henna Products is a trusted Indian manufacturer and exporter of 100% pure and natural...,Sojat City,
BROSH,brosh.jp,+813-6455-0319,ramos@fireworks-japan.jp,"SENDAGAYA, 151-0051, SHIBUYA KU, Japan",Japan,BROSH,D10,The idea of a Japan-made hair pomade was first conceived in 2015 after the opening of the Japanese barbershop chain Mr. Brother...,SHIBUYA KU,
BSH,,,purchase9dubai@nazih.com,"Corniche, Sharjah, United Arab Emirates",United Arab Emirates,BSH,,"FROM RIO, TO THE WORLD – Recognized by the Brazilian excellence in hair straightening, our work has been recognized worldwide...",Sharjah,
Buddha Supply Chain Limited,,,,"2C Argyle Street, Hong Kong, Hong Kong",Hong Kong,Buddha Supply Chain Limited,G37,,Hong Kong,
Bujairami Perfumes (S.P.S - L.L.C),bujairami.ae,+97165276560,uae@bujairami.com.au,"Al Jurf Industrial 2 Plot 0869, Ajman, United Arab Emirates",United Arab Emirates,Bujairami Perfumes (S.P.S - L.L.C),B11,,Ajman,
Burgan Al Khaleej General Trading LLC,burganalkhaleej.ae,+971552812007,b.zamanian@burganalkhaleej.ae,"181249, United Arab Emirates",United Arab Emirates,Burgan Al Khaleej General Trading LLC,D17,,,
Business France,,+33140733000,catherine.dufour@businessfrance.fr,"77 Boulevard Saint Jacques, 75014, Paris, France",France,Business France,C40,About Business France Business France is the national agency serving the international development of the French economy...,Paris,
BUY 2B TRADING L.L.C.,,+971559027545,ehab@buy2b.com,"Al Mankhol St, Dubai, United Arab Emirates",United Arab Emirates,BUY 2B TRADING L.L.C.,G12B,,Dubai,
BYF Resources (M) SDN. BHD.,byfrma.com,+603-87233757,byfrmsb@gmail.com,"Mega Industrial Park, Selangor No. 25, 43500, Semenyih, Malaysia",Malaysia,BYF Resources (M) SDN. BHD.,I20,,Semenyih,
Byjin Evergreen Cosmetics Trading L.L.C,skcosmetics.ae,,kimleykim2015@gmail.com,"Office 1303 Al Sabkha, Deira 13th Floor, Dubai, United Arab Emirates",United Arab Emirates,Byjin Evergreen Cosmetics Trading L.L.C,"G20, A16",Founded in 2015 BYJIN Evergreen Cosmetics Dubai is a trusted distributor of authentic beauty and skincare brands from Korea...,Dubai,
BYOGO INC.,,+1905-962-2039,sophia.byogo@outlook.com,"Finch Avenue East 5230, M1S 4Z9, Scarborough, Canada",Canada,BYOGO INC.,F36,"Established in 2014, professional perfume packaging manufacturer. We mainly produce perfume caps in plastic(Surlyn, ABS), Resin...",Scarborough,
Byron Inc,,+1602-317-4977,info@bachmanns-deco.com,"N Griffin ST STE R 2442, 85003, Phoenix, United States",United States,Byron Inc,F27,Byron Packaging is a premier manufacturer specializing in high-end perfume packaging solutions. As a fully integrated manufacturer...,Phoenix,
C.H. Packaging Technology (HK) Limited,,+85290470496,cathy@chp-packtech.com,"Shan Mei Street 19-25, Shatin, Hong Kong",Hong Kong,C.H. Packaging Technology (HK) Limited,I27,"We are a professional manufacturer of perfume packaging with over 20 years of experience, specialized in glass perfume bottles...",Shatin,
Caneza Perfumes LLC,caneza.com,+971509605686,kunal@calantiperfumes.com,"86993, United Arab Emirates",United Arab Emirates,Caneza Perfumes LLC,C12,,,
Capua 1880 SRL,capua1880.com,+3909657939239,luca.boccaozino@capua1880.com,"ZONA INDUSTRIALE SNC, 89052, CAMPO CALABRO, Italy",Italy,Capua 1880 SRL,E24,"Capua 1880, a family-owned Italian business, is a leading producer of citrus essential oils and juices. Located in Southern...",CAMPO CALABRO,
Carbonnel S.A.,carbonnel.com,+34936569355,cmr@carbonnel.com,"C/E No 4, 08620, St. Vincent Horts, Spain",Spain,Carbonnel S.A.,C16,We are specialised in French & Oriental fragrances. We develop tailor-made fragrances. Parfums sur mesure & New Brands Consultancy...,St. Vincent Horts,
Caregen Co. Ltd.,caregen.co.kr,+8231-420-9200,sales@caregen.com,"4638, 14119, Korea, the Republic of (South)","Korea, the Republic of (South)",Caregen Co. Ltd.,F12,"Caregen, a global leader in peptide research and development, is a global biotechnology company that has commercialized its...",,
Carsibasi Kozmetik Tekstil Ltd. Sti,,+902165260909,emirhan@carsibasi.com,"Kule Sokak, 34775, Istanbul, Türkiye",Türkiye,Carsibasi Kozmetik Tekstil Ltd. Sti,A28,"Since the day it was founded, Pierre Cardin Cosmetic managed to be one of the pioneer organizations of the sector, exhibiting...",Istanbul,
Cartacor Italia SRL,cartacor-italia.com,+39236630962,dbiondi@cartacor-italia.com,"Via Libero Biagi 65-B 10, 20099, SESTO SAN GIOVANNI, Italy",Italy,Cartacor Italia SRL,E40,Cartacor Italia specializes in the design andproduction of color charts for the trichologyand cosmetic markets. Cartacor...,SESTO SAN GIOVANNI,
Carvansons Middle East DMCC,carvansons.co.uk,+97145521030,dubaioffice@carvansons.co.uk,"251033, 251033, United Arab Emirates",United Arab Emirates,Carvansons Middle East DMCC,A11,"Carvansons is an established and trusted UK Fragrance Manufacturer. We innovate, develop and manufacture high quality fragrance...",,
Casmara,,+97165739392,projectdept@nazih.com,"Buhairah Corniche, Sharjah, United Arab Emirates",United Arab Emirates,Casmara,,"Founded in 1974 in Valencia, Spain, CASMARA Laboratory specializes in innovative dermo-cosmetic formulas, combining timeless...",Sharjah,
Catwalk Trading LLC,wa.me,+97142266053,,"65429, United Arab Emirates",United Arab Emirates,Catwalk Trading LLC,G45,Company Profile Over 23 years in FMCG Distribution. CATWALK TRADING LLC was established in 2001 with the aim of supplying...,,
CC Kozmetik Kimya Insaat Taahhut Ithalat Ihracat San.Ve Tic.Ltd. Sti,skcosmetics.ae,+905017417911,export@bargello.com.tr,"Yunus Emre Mah. No.4, 16300, Bursa, Türkiye",Türkiye,CC Kozmetik Kimya Insaat Taahhut Ithalat Ihracat San.Ve Tic.Ltd. Sti,C12,Bargello started the business with cologne manufacturing in 1950. The company grew over time and became one of the most preferred...,Bursa,
CCAM BBAK,,+8210-7586-5278,zahra@normmund.com,"61, Seongsu-iro 22-giL, Seoul, Korea, the Republic of (South)","Korea, the Republic of (South)",CCAM BBAK,B39,"CCAM BBAK is a leading Korean eye-beauty brand born in Cheongdam, the heart of K-beauty. Developed through extensive research...",Seoul,
Ce.way Regulatory Consultants L.L.C-FZ,wa.me,+971503700277,info@ceway.eu,"Meydan Road, Nad Al Sheba, Dubai, United Arab Emirates",United Arab Emirates,Ce.way Regulatory Consultants L.L.C-FZ,F30,CE.way Regulatory Consultants is a global cosmetics regulatory and testing consultancy helping brands bring their products...,Dubai,
"Celim Biotech Co., Ltd.",,+8270-4603-1739,haohan71@naver.com,"8, Yusangongdan 9-gil,, Yang san, Korea, the Republic of (South)","Korea, the Republic of (South)","Celim Biotech Co., Ltd.",H38,"CELIM BioTech is a skincare research and development company established in 2015, developing products based on naturally...",Yang san,
"Celldraw co., Ltd.",celldraw.com,+8253-852-2578,celldraw@naver.com,"Samseonghyeon-ro 738, 42026, Gyeongsan-si, Korea, the Republic of (South)","Korea, the Republic of (South)","Celldraw co., Ltd.",E21,"Celldraw offers a high-performance medical cosmetic line exclusively for hospitals and aesthetic clinics, including skin...",Gyeongsan-si,
Cellicon Lab. Inc.,celliconlab.com,+8210-4620-1977,sandra@celliconlab.com,"760 Gyeryong-Ro,, 34872, Daejeon, Korea, the Republic of (South)","Korea, the Republic of (South)",Cellicon Lab. Inc.,E17,CelliconLab Inc. is a biotech venture founded on experience in peptide drug research established in 2012.With over 200 new...,Daejeon,
Centdegrés,centdegres.com,+971144725900,g.dore@centdegres.fr,"5004018, Dubai, United Arab Emirates",United Arab Emirates,Centdegrés,G12,IBG & centdegrés We are brand builders and brand boosters. The all-in-one brand development ecosystem dedicated to Beauty...,Dubai,
CENTRE 7,centre7.com,+33633667219,siegfried.prive@centre7.com,"chemin de la Chatte, 87290, SAINT SORNIN LEULAC, France",France,CENTRE 7,D24,,SAINT SORNIN LEULAC,
Cevera Kozmetik Limited Sirketi,cevera.com,+905382272599,ceveracosmetic@hotmail.com,"Kapi No. 03 Sisli, 34630, Istanbul, Türkiye",Türkiye,Cevera Kozmetik Limited Sirketi,B17,"At Cevera , our mission is to provide access to premium quality makeup that celebrates diversity and inclusion. Our extensive...",Istanbul,
CHAMYLINEX,chamylinex.com,+33628554443,elie.houri@chamylinex.com,"Rue Gay Lussac 28, 77290, Mitry-Mory, France",France,CHAMYLINEX,G43,"Chamylinex is a French B2B distributor specializing in FMCG (Fast-Moving Consumer Goods), with a strong expertise in personal...",Mitry-Mory,
"Changzhou Jasmine Packaging Co., Ltd.",jasminepackaging.com,+8613776834539,ashly@jasminepackaging.com,"Majiaxiang Community, 213000, Changzhou, China",China,"Changzhou Jasmine Packaging Co., Ltd.",H31,"Established in Changzhou in 2004, Jascopack Group is a leading cosmetic packaging manufacturer with over 20 years of expertise...",Changzhou,
Chantal Sp z o.o.,chantal.com.pl,+48503940747,export1@chantal.com.pl,"Wispolna Str. 1, Duchnow, 05-462, Wiazowna, Poland",Poland,Chantal Sp z o.o.,C19,"Chantal is a Polish company that has been specializing in the production of professional cosmetics for the care, colorization...",Wiazowna,
CHEMAROME,chemarome.com,+34934976116,laura@chemarome.com,"Pintor Roig I Soler 20 P.I, 08916, Badalona-Barcelona, Spain",Spain,CHEMAROME,A01,Chemarome is a dynamic and modern international company originated in Barcelona with European heritage. We specialize in...,Badalona-Barcelona,
Chemical Link Trading LLC,chemicallinkme.com,+97142674902,arun@chemicallinkme.com,"18897, 500001, United Arab Emirates",United Arab Emirates,Chemical Link Trading LLC,D08,"Chemical link Trading is a trusted supplier and distributor of high quality raw materials and speciality chemicals, Serving...",,
Cheri Up Cosmetics IKE,skcosmetics.ae,+306945979786,yiotab@cheriup.gr,"Doukisis Plakentias 62 & 11 Pentelis Ave. Melissia, 151 27, Athens, Greece",Greece,Cheri Up Cosmetics IKE,B37,CHERI UP Cosmetics is an innovative Greek beauty brand that has rapidly established a strong presence in the cosmetics industry...,Athens,
"Chiang Pao Industrial Co., Ltd.",chiangpao.com.tw,+88662541988,grace@chiangpao.com.tw,"Zhongzheng 5th St 85, 71066, Tainan, Taiwan",Taiwan,"Chiang Pao Industrial Co., Ltd.",C18,"Chiang Pao Industrial Co., Ltd. was established in 1991 with over 30 years history. We specialize in manufacturing cosmetic...",Tainan,
"China AiQi Packaging Co., Ltd",aiqiglass.com,+8618666012273,rock@aiqiglass.com,"Building G12, 513000, QingYuan, China",China,"China AiQi Packaging Co., Ltd",F26,"Welcome to China AiQi, a premier manufacturer of exquisite perfume bottles dedicated to the art of fragrance presentation...",QingYuan,
Christine Trading Company (One Partner),dkhoonemirates.com,+966533685551,walaalasbahi791@gmail.com,"Al Andalus Tower, Al Andalus Rd,, Al Ruwais, 23213, Jeddah, Saudi Arabia",Saudi Arabia,Christine Trading Company (One Partner),B12,Christine is a premium cosmetics brand inspired by the Arab woman’s heritage and elegance. We create products that combine...,Jeddah,
"ChromaX Co., Ltd",chromax.co.kr,+8210-6243-5495,dashu.jungjoo@gmail.com,"Geomdan-ro 326beon-gil Geomdan-gu, 22661, Incheon, Korea, the Republic of (South)","Korea, the Republic of (South)","ChromaX Co., Ltd",B31,"[DASHU] http://www.hairwax.co.kr Becoming the standard for men’s styling. Dashu, a specialized men’s grooming brand launched...",Incheon,
Chuang Xing Technology Trade (HK) Limited,xing.com,+8613713689087,qianyibeautysales003@outlook.com,"78 Bonham Strand, Sheung Wan, Hong Kong",Hong Kong,Chuang Xing Technology Trade (HK) Limited,D17,"We are a integrated enterprise specialized in R&D, manufacturing and marketing of hairdressing equipment, health & medical...",Sheung Wan,
Classic Signature Events Organizing L.L.C.,classic-events.com,+97335160030,marry@classic-events.com,"Al Muraqqabat, Dubai, United Arab Emirates",United Arab Emirates,Classic Signature Events Organizing L.L.C.,F18,,Dubai,
Clik Plus Garments Trading LLC S.O.C,,+971552373365,mikiyasgetachew08@gmail.com,"18268, United Arab Emirates",United Arab Emirates,Clik Plus Garments Trading LLC S.O.C,F09,,,
"CNF Co., Ltd.",cnfcos.com,+8270-4420-6487,globalsales@cnfcos.com,"140beonan-gil, 15845, Gunpo-si, Korea, the Republic of (South)","Korea, the Republic of (South)","CNF Co., Ltd.",B11,cnf PhilosophyWe always do best attention to give you happy and healthy skin from nature.We carefully selected safe and natural...,Gunpo-si,
"COCODOR Co., Ltd",,,cocodorintl@cocodor.com,"Mohyeon-eup, Wangdam-ro, 145-17, Cheoin-gu, Yongin-si, Korea, the Republic of (South)","Korea, the Republic of (South)","COCODOR Co., Ltd",A42,"COCODOR CO., Ltd.is a diffuser manufacturer specializing in room fragrance products and advancing towards its goal of being...",Yongin-si,
COCOHAIR COSMETICS L.L.C,skcosmetics.ae,+971564411190,cocohair24k@gmail.com,"00000, United Arab Emirates",United Arab Emirates,COCOHAIR COSMETICS L.L.C,E31,,,
Colornow Canada Limited,,+1647-885-5602,colornow01@colornow.net,"Prairie Rose Dr. 154, L4S 0M9, Richmond Hill, Canada",Canada,Colornow Canada Limited,C27,HAIR CARE TO PROVIDE YOU WITH PERFORMANCE DRIVEN PROFESSIONAL HAIR CARE SOLUTIONS,Richmond Hill,
Colourtech Coating India Private Limited,,+918082888884,het@colortek.in,"121869, 400080, MUMBAI, India",India,Colourtech Coating India Private Limited,C28,"India's first, since 2000. Serving as the backbone of the packaging industry, our advanced coatings deliver unmatched durability...",MUMBAI,
Comaroild Sarl,,+21261243469,info.comaroild@gmail.com,"Douar Ouled Lguern commune SAADA, 40000, Marrakech, Morocco",Morocco,Comaroild Sarl,A25,,Marrakech,
Comercializadora Pack S.A. DE C.V. LLC,,+1523-331-8878,alleset_may@126.com,"Mountain Road PL NE STE R Albuquerque 1209, 87110, New Mexico, United States",United States,Comercializadora Pack S.A. DE C.V. LLC,"G22, G22","Comercializadora Pack based USA. introduced international advanced professional pre-press, digital printing and post-press...",New Mexico,
Comfortable Packaging Company Limited,,+85230623063,angiepackaging1968@gmail.com,"Hoi Yuen Road 45, Hong Kong",Hong Kong,Comfortable Packaging Company Limited,H36,"Comfortable Packaging is a company in the perfume, cosmetics, and beauty industry, combining simplicity, luxury, and youthfulness...",,
COMISION DE PROMOCION DEL PERU PARA LA EXPORTACION Y EL TURISMO PROMPERU,,+516167300,elava@promperu.gob.pe,"Calle Uno Oeste N° 050, 15036, Lima, Peru",Peru,COMISION DE PROMOCION DEL PERU PARA LA EXPORTACION Y EL TURISMO PROMPERU,H16,,Lima,
Comprof Milano SRL,comprofmilano.it,+398115108064,export@comprofmilano.it,"P.zza S. Maria degli Angeli a Pizzofalcone 1, 80132, Naples, Italy",Italy,Comprof Milano SRL,F12,Comprof Milano is an Italian multi-brand company operating across the cosmetic industry to meet the needs of beauty experts...,Naples,
CONCEPT AROMATIQUE,concept-aromatique.fr,+33494857771,,"Impasse des Parfums 40, 83440, MONTAUROUX, France",France,CONCEPT AROMATIQUE,D26,,MONTAUROUX,
"Conpros Co., Ltd.",,+8180-9478-6813,dianalea199@outlook.com,"Lions Plaza, No. B110, 116-0001, Arakawa, Japan",Japan,"Conpros Co., Ltd.",F28,"Our packaging solutions encompass a full range of professional services, including creative design, R&D of environmentally...",Arakawa,
Cool & Cool,coolandcool.ae,+971529993344,faizan@coolandcool.com,"Al Ghail Industrial Area, Ras Al Khaima, United Arab Emirates",United Arab Emirates,Cool & Cool,"C28, C32","Cool & Cool a leading international FMCG brand, is known for its exceptional reputation followed by delivering trustworthy...",Ras Al Khaima,
Coral Perfumes Industry LLC,khadlaj-perfumes.com,+97143217112,shibi@coralperfumes.com,"186887, United Arab Emirates",United Arab Emirates,Coral Perfumes Industry LLC,B30,"Welcome to CORAL PERFUMES LLC, a place where artistry and perfection blends. As a top perfume company, we're dedicated to...",,
Coscentra B.V.,coscentra.com,+31455420277,b.vandyck@coscentra.nl,"Wenckebachstraat 12, 6466 NC, Kerkrade, Netherlands",Netherlands,Coscentra B.V.,A09,,Kerkrade,
Cosmaline s.a.l,cosmaline.com,+9611900100,,"90201, 1200, Lebanon",Lebanon,Cosmaline s.a.l,C26,"We are 38 years young, and our entrepreneurial drive for personal care and beauty is blooming launch after launch.We have...",,
Cosmelab,cosmelab.ma,+212678-089361,cosmelabmaroc@gmail.com,"KM 25 ROUTE DE AIN AOUDA, 10100, RABAT, Morocco",Morocco,Cosmelab,H24,MoroccanTree is a luxury skincare brand dedicated to professional SPA and HAMMAM rituals for the face and body. Inspired...,RABAT,
Cosmetec Innovating Cosmetic Products S.R.L.,skcosmetics.ae,+390250067282,gabriellaoggionni@cosmetec.it,"Via Strada Provinciale 235 km 46, 26010, Chieve, Italy",Italy,Cosmetec Innovating Cosmetic Products S.R.L.,"E36, F15","Cosmetec is a manufacturing company specialized in creation, development and production of cosmetic makeup products. Located...",Chieve,
Cosmetic Pack LLC,cosmeticpack.ae,+97142233974,prasad@cosmeticpack.ae,"Office 2215 Business Bay, 171868, Dubai, United Arab Emirates",United Arab Emirates,Cosmetic Pack LLC,I11,,Dubai,
Cosmetic Service SRL,cosmeticservice.it,+39414567050,,"Via Delle Industrie 124, 30020, Marcon Venezia TV, Italy",Italy,Cosmetic Service SRL,G15,"Cosmetic Service srl is a private label manufacturer specialized in color make-up and nail polish products, made in Italy...",Marcon Venezia TV,
Cosmo International Fragrances,cosmo-fragrances.com,+971544049054,samira.boumediene@cosmo-fragrances.com,"Unit 215, Dubai, United Arab Emirates",United Arab Emirates,Cosmo International Fragrances,A12,,Dubai,
COSPLAN.Inc,,+8210-3003-7010,global@cosplan.net,"111, Digital-ro 26-gil Guro-gu, Seoul, Korea, the Republic of (South)","Korea, the Republic of (South)",COSPLAN.Inc,D19,"Based in Seoul, COSPLAN Inc. creates and globally operates the professional skincare brand DERMATHOD. Guided by the philosophy...",Seoul,
COVEN EGIDIO S.R.L,covenegidio.com,+390382466390,,"Via Mario Chiri, 27100, Pavia, Italy",Italy,COVEN EGIDIO S.R.L,D12,"Coven Egidio Srl is a family-run business, specialized in the production of crimping and filling machines for perfumes. Thanks...",Pavia,
COVERPLA,coverpla.com,+33493767810,,"301 boulevard de L'observatoire, 06300, NICE, France",France,COVERPLA,E35,,NICE,
CPL Aromas FZE,cplaromas.com,+9711279718573,elsa.rahal@cplaromas.com,"CPL Aromas FZE. S31202, Jebel Ali Freezone, Dubai, United Arab Emirates",United Arab Emirates,CPL Aromas FZE,,"CPL Aromas is the world's leading international, fragrance-only fragrance house with over 50 years of experience. CPL Aromas...",Dubai,
CRAVER CORPORATION,cravercorp.com,+8210-7756-3539,sjhan@skin1004korea.com,"129 Teheran-ro Gangnam-gu, 06133, Seoul, Korea, the Republic of (South)","Korea, the Republic of (South)",CRAVER CORPORATION,E26,,Seoul,
Creaciones Iguazu SA De CV,,+52528332184336,raul.ponce@iguazu.com.mx,"Calle C2 Fraccionamiento Fimex Altamira, 89603, Mexico city, Mexico",Mexico,Creaciones Iguazu SA De CV,,,Mexico city,
Cream Team S.A.,,+306986677904,expm@creamteam.gr,"Aigaiou 4, 564 30, Thessaloniki, Greece",Greece,Cream Team S.A.,A11,"CREAMTEAM S.A. – DUST+CREAM CREAMTEAM S.A., owner of the DUST+CREAM brand, is a purely Greek company with headquarters...",Thessaloniki,
Creasens S.P.A.,creasens.it,+39322831681,marketing@creasens.it,"Via Maggiate 22, 28013, Gattico, Italy",Italy,Creasens S.P.A.,K16,"Creasens Group is an international Fragrance House with Italian roots, specialized in joining the perfumery Art with Tradition...",Gattico,
Creation Parfum Paris 26,sterlingparfums.com,+33642284884,virginie@cpp26.com,"rue Jouffroy d'Abbans, 75017, Paris, France",France,Creation Parfum Paris 26,C20,"With 26 years of experience in the cosmetics , and now 10 years in the perfume industry , Creation Parfum Paris 26 make part...",Paris,
CREATIVE CHANNELS FRAGRANCES LLC,abcfragrances.com,+97143379475,accounts01@creative-channel.com,"Sheikh Zayed Road, 73310, Dubai, United Arab Emirates",United Arab Emirates,CREATIVE CHANNELS FRAGRANCES LLC,G24,"About Us: Creative Channel Fragrances is a distinguished name in the fragrance industry, specializing in the distribution...",Dubai,
Credo (Amuse),credotr.com,+8210-2744-2060,jyoo@credotr.com,"767, Sinsu-ro, Suji-gu, 16827, Yongin-si, Korea, the Republic of (South)","Korea, the Republic of (South)",Credo (Amuse),B17,Credo is a specialized distribution company creating global value for Korea's beauty industry. From brand curation to global...,Yongin-si,
Crevil Cosmetics GmbH,skcosmetics.ae,+49892006297,info@crevil.de,"Isabella St. 13, 80798, Muenchen, Germany",Germany,Crevil Cosmetics GmbH,G43,,Muenchen,
"CTK Co., Ltd.",ctkclip.com,+82820262837200,chlee@ctkclip.com,"Hyoryeong-ro, Seocho-gu 234, Seoul, Korea, the Republic of (South)","Korea, the Republic of (South)","CTK Co., Ltd.",E15,CTK is a global cosmetics ODM company and digital development platform with over 25 years of expertise in the beauty industry...,Seoul,
Cubist Inc.,,+8210-2898-5097,global@cubist.co.kr,"25Yeonmujang5ga gil, 25, 04782, Seoul, Korea, the Republic of (South)","Korea, the Republic of (South)",Cubist Inc.,C26,Face Factory is a Korean beauty brand specializing in innovative home beauty devices and skincare solutions. We develop and...,Seoul,
